language,Part of speech,word,translation,word_type,gender,article,display_word,example_sentence_original,example_sentence_translation,exam_board_code,theme_name,theme_name.1,tier,is_required
es,v,fueron,(they) went | (you (pl formal)) went | they were (trait) | (you (pl formal)) were (trait),,,,fueron,,,AQA,General,General,both,
es,v,era,"(I, she, he, it, one) was (trait) | (I, she, he, it, one) used to be (trait) | (you (sing formal)) were (trait) | (you (sing formal)) used to be (trait)",,,,era,,,AQA,General,General,both,
es,v,eras,(you (sing informal)) were (trait) | (you (sing informal)) used to be (trait),,,,eras,,,AQA,General,General,both,
es,prep,al,"to the (m, sing)",,,,al,,,AQA,General,General,both,
es,pron,él,he (subj),,,,él,,,AQA,General,General,both,
es,pron,ellos,"they (m, mixed gender) (subj)",,,,ellos,,,AQA,General,General,both,
es,adv,no,"no, not",,,,no,,,AQA,General,General,both,
es,det,su,"his, her, its, one's, your (formal), their",,,,su,,,AQA,General,General,both,
es,v,haber,(to) have (done something) (aux),,,,haber,,,AQA,General,General,both,
es,v,he ,(I) have ,,,,he ,,,AQA,General,General,both,
es,v,has ,(you (sing informal)) have ,,,,has ,,,AQA,General,General,both,
es,v,ha ,"(she, he, it, one) has  | (you (sing formal)) have ",,,,ha ,,,AQA,General,General,both,
es,v,hemos ,(we) have ,,,,hemos ,,,AQA,General,General,both,
es,v,habéis ,(you (pl informal)) have ,,,,habéis ,,,AQA,General,General,both,
es,v,han ,(they) have  | (you (pl formal) have ,,,,han ,,,AQA,General,General,both,
es,v,había,there was | there were | there used to be,,,,había,,,AQA,General,General,both,
es,v,hay,there is | there are,,,,hay,,,AQA,General,General,both,
es,v,habrá,there will be | there is going to be,,,,habrá,,,AQA,General,General,both,
es,v,habría,there would be,,,,habría,,,AQA,General,General,both,
es,prep,con,with,,,,con,,,AQA,General,General,both,
es,prep,por,"around, because of, by, for, through",,,,por,,,AQA,General,General,both,
es,adv,¿Por qué?,Why?,,,,¿Por qué?,,,AQA,General,General,both,
es,prep,para,"for, in order to (+ verb)",,,,"para, para",,,AQA,General,General,both,
es,pron,lo,"him, it (m) (obj)",,,,lo,,,AQA,General,General,both,
es,pron,los,them (m) (obj),,,,los,,,AQA,General,General,both,
es,v,tener,(to) have | having,,,,tener,,,AQA,General,General,both,
es,v,tengo,(I) have | (I) am having,,,,tengo,,,AQA,General,General,both,
es,v,tienes,(you (sing informal)) have | (you (sing informal)) are having,,,,tienes,,,AQA,General,General,both,
es,v,tiene,"(she, he, it, one) has | (she, he, it, one) is having | (you (sing formal)) have | (you (sing formal)) are having",,,,tiene,,,AQA,General,General,both,
es,v,tienen,(they) have | (they) are having | (you (pl formal)) have | (you (pl formal)) are having,,,,tienen,,,AQA,General,General,both,
es,v,tuve,(I) had,,,,tuve,,,AQA,General,General,both,
es,v,tenía,"(I, she, he, it, one) had | (I, she, he, it, one) used to have | (I, she, he, it, one) was having | (you (sing formal)) had | (you (sing formal)) used to have | (you (sing formal)) were having",,,,tenía,,,AQA,General,General,both,
es,v,tenías,(you (sing informal)) had | (you (sing informal)) used to have | (you (sing informal)) were having,,,,tenías,,,AQA,General,General,both,
es,v,tendré,(I) will have | (I) am going to have,,,,tendré,,,AQA,General,General,both,
es,v,tendría,(I) would have,,,,tendría,,,AQA,General,General,both,
es,conj,como,"like, as",,,,como,,,AQA,General,General,both,
es,v,estar,"(to) be (state, location) | being (state, location)",,,,estar,,,AQA,General,General,both,
es,v,estoy,"(I) am (state, location) | (I) am being (state, location)",,,,estoy,,,AQA,General,General,both,
es,v,estás,"(you (sing informal)) are (state, location) | (you (sing informal)) are being (state, location)",,,,estás,,,AQA,General,General,both,
es,v,está,"(she, he, it, one) is (state, location) | (she, he, it, one) is being (state, location) | (you (sing formal)) are (state, location) | (you (sing formal)) are being (state, location)",,,,está,,,AQA,General,General,both,
es,v,están,"(they) are (state, location) | (they) are being (state, location) | (you (pl formal)) are (state, location) |(you (pl formal)) are being (state, location)",,,,están,,,AQA,General,General,both,
es,v,estuve,"(I) was (state, location)",,,,estuve,,,AQA,General,General,both,
es,v,estaba,"(I, she, he, it, one) was (state, location) | (I, she, he, it, one) used to be (state, location) | (you (sing formal)) were (state, location) | (you (sing formal)) used to be (state, location)",,,,estaba,,,AQA,General,General,both,
es,v,estabas,"(you (sing informal)) were (state, location) | (you (sing informal)) used to be (state, location)",,,,estabas,,,AQA,General,General,both,
es,pron,me,me (obj) | (to) me (indirect obj) | myself (reflex),,,,me,,,AQA,General,General,both,
es,adv,más (que),"adv + -er (...than), more (…than)",,,,más (…que),,,AQA,General,General,both,
es,det,este,this (m),,,,este,,,AQA,General,General,both,
es,det,esta,this (f),,,,esta,,,AQA,General,General,both,
es,det,"estos, estas",these (m) (f),,,,"estos, estas",,,AQA,General,General,both,
es,pron,le,"him (m) (obj) | (to) him, (to) her, (to) it (indirect obj)",,,,le,,,AQA,General,General,both,
es,v,hacer,"(to) do, make | doing, making",,,,hacer,,,AQA,General,General,both,
es,v,hago,"(I) do, make | (I) am doing, am making",,,,hago,,,AQA,General,General,both,
es,v,hice,"(I) did, made",,,,hice,,,AQA,General,General,both,
es,v,hizo,"(she, he, it, one) did, made | (you (sing formal)) did, made",,,,hizo,,,AQA,General,General,both,
es,v,haré,"(I) will do, will make | (I) am going to do, am going to make",,,,haré,,,AQA,General,General,both,
es,v,haría,"(I) would do, would make",,,,haría,,,AQA,General,General,both,
es,v,¡Haz!,"Do!, Make! (sing informal)",,,,¡Haz!,,,AQA,General,General,both,
es,pron,se,"himself, herself, itself, oneself, yourself (formal) (reflex)",,,,se,,,AQA,General,General,both,
es,pron,yo,I (subj),,,,yo,,,AQA,General,General,both,
es,conj,o,or,,,,o,,,AQA,General,General,both,
es,conj,pero,but,,,,pero,,,AQA,General,General,both,
es,v,decir,"(to) say, tell | saying, telling",,,,decir,,,AQA,General,General,both,
es,v,dije,"(I) said, told",,,,dije,,,AQA,General,General,both,
es,v,¡Di!,"Say!, Tell! (sing informal)",,,,¡Di!,,,AQA,General,General,both,
es,v,poder,"(to) be able to, can | being able to",,,,poder,,,AQA,General,General,both,
es,v,pude,"(I) could, was able to",,,,pude,,,AQA,General,General,both,
es,v,podré,(I) will be able to | (I) am going to be able to,,,,podré,,,AQA,General,General,both,
es,v,podría,"(I) would be able to, could",,,,podría,,,AQA,General,General,both,
es,v,ir,(to) go | going,,,,ir,,,AQA,General,General,both,
es,v,voy,(I) go |(I) am going,,,,voy,,,AQA,General,General,both,
es,v,va,"(she, he, it, one) goes | (she, he, it, one) is going | (you (sing formal)) go | (you (sing formal)) are going",,,,va,,,AQA,General,General,both,
es,v,vamos,(we) go | (we) are going,,,,vamos,,,AQA,General,General,both,
es,v,van,(they) go | (they) are going | (you (pl formal)) go | (you (pl formal)) are going,,,,van,,,AQA,General,General,both,
es,v,iba,"(I, she, he, it, one) used to go | (I, she, he, it, one) was going | you (sing formal)) used to go | (you (sing formal)) were going",,,,iba,,,AQA,General,General,both,
es,v,ibas,(you (sing informal)) used to go | (you (sing informal)) were going,,,,ibas,,,AQA,General,General,both,
es,v,¡Ve!,Go! (sing informal),,,,¡Ve!,,,AQA,General,General,both,
es,det,ese,that (m),,,,ese,,,AQA,General,General,both,
es,det,esa,that (f),,,,esa,,,AQA,General,General,both,
es,det,"esos, esas",those (m) (f),,,,"esos, esas",,,AQA,General,General,both,
es,det,otro,"other, another",,,,otro,,,AQA,General,General,both,
es,det,mi,my,,,,mi,,,AQA,General,General,both,
es,v,ver,"(to) see, watch | seeing, watching",,,,ver,,,AQA,General,General,both,
es,v,veo,(I) see | (I) am seeing,,,,veo,,,AQA,General,General,both,
es,v,veía,"(I, she, he, it, one) used to see, used to watch | (I, she, he, it, one) was seeing, was watching | (you (sing formal)) used to see, used to watch | (you (sing formal)) were seeing, were watching",,,,veía,,,AQA,General,General,both,
es,v,veías,"(you (sing informal)) used to see, used to watch | were seeing, were watching",,,,veías,,,AQA,General,General,both,
es,adv,ya,already,,,,ya,,,AQA,General,General,both,
es,conj,porque,because,,,,porque,,,AQA,General,General,both,
es,adj/adv,mucho (s),"much, a lot (many)",,,,mucho(s),,,AQA,General,General,both,
es,v,dar,(to) give | giving,,,,dar,,,AQA,General,General,both,
es,v,doy,(I) give I (I) am giving,,,,doy,,,AQA,General,General,both,
es,v,di,(I) gave,,,,di,,,AQA,General,General,both,
es,v,diste,(you (sing informal)) gave,,,,diste,,,AQA,General,General,both,
es,v,dio,"(she, he, it, one) gave | (you (sing formal)) gave",,,,dio,,,AQA,General,General,both,
es,v,dimos,(we) gave,,,,dimos,,,AQA,General,General,both,
es,v,disteis,(you (pl informal)) gave,,,,disteis,,,AQA,General,General,both,
es,v,dieron,(they) gave | (you (pl formal)) gave,,,,dieron,,,AQA,General,General,both,
es,adv,muy,"very, really",,,,muy,,,AQA,General,General,both,
es,v,saber,(to) know (how to) | knowing (how to),,,,saber,,,AQA,General,General,both,
es,v,supe,(I) knew,,,,supe,,,AQA,General,General,both,
es,v,sé,(I) know (how to) | (I) am knowing (how to),,,,sé,,,AQA,General,General,both,
es,adv,sí,yes,,,,sí,,,AQA,General,General,both,
es,n (m),el año,year,,,el,el año,,,AQA,General,General,both,
es,pron,te,you (sing informal) (obj) | (to) you (sing informal) (indirect obj) | yourself (sing informal) (reflex),,,,te,,,AQA,General,General,both,
es,adv,también,"also, too, as well",,,,también,,,AQA,General,General,both,
es,pron,¿qué?,what?,,,,¿qué?,,,AQA,General,General,both,
es,det,alguno,"a/an, any (m)",,,,alguno,,,AQA,General,General,both,
es,det,algún,"a/an, any (m, before a noun)",,,,algún,,,AQA,General,General,both,
es,pron,alguno,"one, some (of them) (for plural noun)",,,,alguno,,,AQA,General,General,both,
es,prep,sin,without,,,,"sin, sin",,,AQA,General,General,both,
es,det,mismo,same,,,,mismo,,,AQA,General,General,both,
es,pron,eso,that (nt),,,,eso,,,AQA,General,General,both,
es,pron,cuando,when,,,,cuando,,,AQA,General,General,both,
es,v,querer,"(to) want (to), love | wanting (to), loving",,,,querer,,,AQA,General,General,both,
es,v,quise,"(I) wanted (to), loved",,,,quise,,,AQA,General,General,both,
es,v,quisiera,"(I) would like (to), would love (formal)",,,,quisiera,,,AQA,General,General,both,
es,n (f),la vez; a veces,time (specific occurrence); sometimes,,,la,la vez; a veces,,,AQA,General,General,both,
es,prep,hasta,"up to, as far as, until",,,,hasta,,,AQA,General,General,both,
es,pron,la,"her, it (f) (obj)",,,,la,,,AQA,General,General,both,
es,pron,las,them (f) (obj),,,,las,,,AQA,General,General,both,
es,prep,sobre,"on top of, over, about",,,,sobre,,,AQA,General,General,both,
es,n (m),el día,day,,,el,el día,,,AQA,General,General,both,
es,adj,grande,"big, large (m, f) (post-noun)",,,,grande,,,AQA,General,General,both,
es,adj,gran,"big, great (m, f) (pre-noun)",,,,gran,,,AQA,General,General,both,
es,adv,así,"like this, like that",,,,así,,,AQA,General,General,both,
es,v,pasar,"(to) pass, spend (time), happen I  passing, spending (time), happening",,,,pasar,,,AQA,General,General,both,
es,n (f),la cosa,thing,,,la,la cosa,,,AQA,General,General,both,
es,prep,desde,"from, since",,,,desde,,,AQA,General,General,both,
es,v,deber,"(to) have to, must | having to",,,,deber,,,AQA,General,General,both,
es,pron,ella,she (subj),,,,ella,,,AQA,General,General,both,
es,pron,ellas,they (f) (subj),,,,ellas,,,AQA,General,General,both,
es,adv,entonces,"then, so",,,,entonces,,,AQA,General,General,both,
es,v,llegar; llegar a,"(to) arrive I arriving; (to) manage to (+ verb), succeed in (+ verb) I managing (to) (+ verb), succeeding in (+ verb)",,,,llegar; llegar a,,,AQA,General,General,both,
es,adj/adv,poco(s),"little, not much (few, not many)",,,,poco(s),,,AQA,General,General,both,
es,det,nuestro,our,,,,nuestro,,,AQA,General,General,both,
es,n (m),el tiempo,"time (general), weather",,,el,el tiempo,,,AQA,General,General,both,
es,adv,ahora,"now, these days",,,,ahora,,,AQA,General,General,both,
es,adj,primero,first (m),,,,primero,,,AQA,General,General,both,
es,adj,primer,first (m) (pre-noun),,,,primer,,,AQA,General,General,both,
es,v,creer,"(to) believe, think I believing, thinking",,,,creer,,,AQA,General,General,both,
es,pron,donde,where,,,,donde,,,AQA,General,General,both,
es,n (f),la vida,life,,,la,la vida,,,AQA,General,General,both,
es,v,dejar; dejar de,"(to) let, leave I  letting, leaving; (to) stop (+ing) I stopping (+ing)",,,,dejar; dejar de,,,AQA,General,General,both,
es,pron,"nada, (no) nada","nothing, anything (after negative verb)",,,,"nada, (no) nada",,,AQA,General,General,both,
es,adj/adv,tanto(s),"so much (many) , so much",,,,tanto(s),,,AQA,General,General,both,
es,v,parecer; parecerse a,(to) seem I seeming; (to) look like | looking like,,,,parecer; parecerse a,,,AQA,General,General,both,
es,v,poner; ponerse,"(to) put (on) I putting (on); (to) get, become (+ adjective) I getting, becoming (+ adjective)",,,,poner; ponerse,,,AQA,General,General,both,
es,v,puse; me puse,"(I) put (on); (I) got, became",,,,puse; me puse,,,AQA,General,General,both,
es,v,pondré; me pondré,"(I) will put (on); (I) will get, become | (I) am going to put (on); (I) am going to get, become",,,,pondré; me pondré,,,AQA,General,General,both,
es,v,pondría; me pondría,"(I) would put (on); (I) would get, become",,,,pondría; me pondría,,,AQA,General,General,both,
es,v,¡Pon!,Put (on)! (sing informal),,,,¡Pon!,,,AQA,General,General,both,
es,adj,nuevo,"new, another (pre-noun), new, newly-made (post-noun)",,,,nuevo,,,AQA,General,General,both,
es,adv,solo,"only, just",,,,solo,,,AQA,General,General,both,
es,adv,siempre,"always, forever",,,,siempre,,,AQA,General,General,both,
es,n (m),el hombre,man,,,el,el hombre,,,AQA,General,General,both,
es,v,seguir,(to) follow I following,,,,seguir,,,AQA,General,General,both,
es,v,quedar; quedar(se),"(to) arrange to meet, remain, be left I arranging to meet, remaining, being left; (to) stay I staying",,,,quedar; quedar(se),,,AQA,General,General,both,
