word,translation,language,category,subcategory,part_of_speech,difficulty_level,curriculum_level,example_sentence,example_translation,phonetic,gender,irregular_forms,synonyms,antonyms,tags,article,base_word,,_20
chômage,unemployment,fr,social_global_issues,social_issues,noun,intermediate,KS4,Le chômage est élevé dans la région.,Unemployment is high in the region.,/ʃomaʒ/,m,,,,issue,le,chômage,,
éducation,education,fr,social_global_issues,social_issues,noun,intermediate,KS4,L'éducation est fondamentale.,Education is fundamental.,/edykasjɔ̃/,f,,,,issue,l',éducation,,
santé publique,public health,fr,social_global_issues,social_issues,noun,intermediate,KS4,La santé publique est importante.,Public health is important.,/sɑ̃te pyblik/,f,,,,issue,la,santé publique,,
migration,migration,fr,social_global_issues,social_issues,noun,intermediate,KS4,La migration peut être difficile.,Migration can be difficult.,/migʁasjɔ̃/,f,,,,issue,la,migration,,
racisme,racism,fr,social_global_issues,social_issues,noun,intermediate,KS4,Le racisme n'a pas de place dans la société.,Racism has no place in society.,/ʁasism/,m,,,,issue,le,racisme,,
criminalité,crime,fr,social_global_issues,social_issues,noun,intermediate,KS4,La criminalité inquiète les gens.,Crime worries people.,/kʁiminalite/,f,,,,issue,la,criminalité,,
liberté,freedom,fr,social_global_issues,human_rights,noun,intermediate,KS4,La liberté est un droit humain.,Freedom is a human right.,/libɛʁte/,f,,,,right,la,liberté,,
égalité,equality,fr,social_global_issues,human_rights,noun,intermediate,KS4,L'égalité est essentielle.,Equality is essential.,/egalite/,f,,,,right,l',égalité,,
justice,justice,fr,social_global_issues,human_rights,noun,intermediate,KS4,La justice est importante pour tous.,Justice is important for everyone.,/ʒystis/,f,,,,right,la,justice,,
droits de l'homme,human rights,fr,social_global_issues,human_rights,noun,intermediate,KS4,Les droits de l'homme doivent être respectés.,Human rights must be respected.,/dʁwa də lɔm/,m pl,,,,right,les,droits de l'homme,,
démocratie,democracy,fr,social_global_issues,human_rights,noun,intermediate,KS4,La démocratie garantit la liberté.,Democracy guarantees freedom.,/demɔkʁasi/,f,,,,right,la,démocratie,,
paix,peace,fr,social_global_issues,human_rights,noun,intermediate,KS4,La paix est l'objectif principal.,Peace is the main goal.,/pɛ/,f,,,,right,la,paix,,
sécurité,security,fr,social_global_issues,human_rights,noun,intermediate,KS4,La sécurité est essentielle dans la société.,Security is essential in society.,/sekyʁite/,f,,,,right,la,sécurité,,
vote,vote,fr,social_global_issues,human_rights,noun,intermediate,KS4,Le vote est un droit citoyen.,The vote is a citizen's right.,/vɔt/,m,,,,right,le,vote,,
protection,protection,fr,social_global_issues,human_rights,noun,intermediate,KS4,La protection des enfants est vitale.,Protection of children is vital.,/pʁɔtɛksjɔ̃/,f,,,,right,la,protection,,
discrimination positive,affirmative action,fr,social_global_issues,human_rights,noun,intermediate,KS4,La discrimination positive vise l'égalité.,Affirmative action seeks equality.,/diskʁiminasjɔ̃ pozitif/,f,,,,right,la,discrimination positive,,
réchauffement climatique,global warming,fr,social_global_issues,global_problems_solutions,noun,intermediate,KS4,Le réchauffement climatique est préoccupant.,Global warming is worrying.,/ʁeʃofmɑ̃ klimatik/,m,,,,solution,le,réchauffement climatique,,
changement climatique,climate change,fr,social_global_issues,global_problems_solutions,noun,intermediate,KS4,Le changement climatique nécessite une action.,Climate change requires action.,/ʃɑ̃ʒmɑ̃ klimatik/,m,,,,solution,le,changement climatique,,
recyclage,recycling,fr,social_global_issues,global_problems_solutions,noun,intermediate,KS4,Le recyclage aide l'environnement.,Recycling helps the environment.,/ʁəsiklaʒ/,m,,,,solution,le,recyclage,,
énergies renouvelables,renewable energies,fr,social_global_issues,global_problems_solutions,noun,intermediate,KS4,Les énergies renouvelables sont l'avenir.,Renewable energies are the future.,/enaʁʒi ʁənuvlabl/,f pl,,,,solution,les,énergies renouvelables,,
déforestation,deforestation,fr,social_global_issues,global_problems_solutions,noun,intermediate,KS4,La déforestation menace la biodiversité.,Deforestation threatens biodiversity.,/defɔʁɛstasjɔ̃/,f,,,,solution,la,déforestation,,
aide humanitaire,humanitarian aid,fr,social_global_issues,global_problems_solutions,noun,intermediate,KS4,L'aide humanitaire sauve des vies.,Humanitarian aid saves lives.,/ɛd ymɑnitɛʁ/,f,,,,solution,l',aide humanitaire,,
conservation,conservation,fr,social_global_issues,global_problems_solutions,noun,intermediate,KS4,La conservation protège la nature.,Conservation protects nature.,/kɔ̃sɛʁvasjɔ̃/,f,,,,solution,la,conservation,,
coopération internationale,international cooperation,fr,social_global_issues,global_problems_solutions,noun,intermediate,KS4,La coopération internationale est essentielle.,International cooperation is key.,/koopeʁasjɔ̃ ɛ̃tɛʁnasjɔnal/,f,,,,solution,la,coopération internationale,,
durabilité,sustainability,fr,social_global_issues,global_problems_solutions,noun,intermediate,KS4,La durabilité est essentielle pour la planète.,Sustainability is essential for the planet.,/dyʁabilite/,f,,,,solution,la,durabilité,,
réduction des déchets,waste reduction,fr,social_global_issues,global_problems_solutions,noun,intermediate,KS4,La réduction des déchets est nécessaire.,Waste reduction is necessary.,/ʁedyksjɔ̃ de deʃɛ/,f,,,,solution,la,réduction des déchets,,
